SampleSize,Trial,Estimator,RuntimeNs
800,11,BarianceOpt,1708
800,12,Unbiased,3291
800,12,BarianceOpt,1667
800,13,Unbiased,3416
800,13,BarianceOpt,1833
800,14,Unbiased,3459
800,14,BarianceOpt,1625
800,15,Unbiased,3334
800,15,BarianceOpt,1667
800,16,Unbiased,3875
800,16,BarianceOpt,1625
800,17,Unbiased,3417
800,17,BarianceOpt,1750
800,18,Unbiased,3334
800,18,BarianceOpt,1792
800,19,Unbiased,3333
800,19,BarianceOpt,1708
800,20,Unbiased,3416
800,20,BarianceOpt,1917
800,21,Unbiased,4000
800,21,BarianceOpt,1791
800,22,Unbiased,3416
800,22,BarianceOpt,1625
800,23,Unbiased,3334
800,23,BarianceOpt,1625
800,24,Unbiased,3417
800,24,BarianceOpt,1625
800,25,Unbiased,3291
800,25,BarianceOpt,1625
800,26,Unbiased,17000
800,26,BarianceOpt,1750
800,27,Unbiased,3333
800,27,BarianceOpt,1625
800,28,Unbiased,3417
800,28,BarianceOpt,1625
800,29,Unbiased,3458
800,29,BarianceOpt,1625
800,30,Unbiased,3250
800,30,BarianceOpt,1833
800,31,Unbiased,14708
800,31,BarianceOpt,1666
800,32,Unbiased,3334
800,32,BarianceOpt,1667
800,33,Unbiased,3375
800,33,BarianceOpt,1708
800,34,Unbiased,3375
800,34,BarianceOpt,1625
800,35,Unbiased,3292
800,35,BarianceOpt,1625
800,36,Unbiased,10625
800,36,BarianceOpt,1667
800,37,Unbiased,3375
800,37,BarianceOpt,1667
800,38,Unbiased,3375
800,38,BarianceOpt,1666
800,39,Unbiased,3417
800,39,BarianceOpt,1792
800,40,Unbiased,3334
800,40,BarianceOpt,1791
800,41,Unbiased,8584
800,41,BarianceOpt,2042
800,42,Unbiased,3333
800,42,BarianceOpt,1667
800,43,Unbiased,3292
800,43,BarianceOpt,1667
800,44,Unbiased,3459
800,44,BarianceOpt,1625
800,45,Unbiased,3375
800,45,BarianceOpt,1709
800,46,Unbiased,3375
800,46,BarianceOpt,1666
800,47,Unbiased,3625
800,47,BarianceOpt,1791
800,48,Unbiased,3375
800,48,BarianceOpt,1667
800,49,Unbiased,3333
800,49,BarianceOpt,1625
800,50,Unbiased,3375
800,50,BarianceOpt,1625
800,51,Unbiased,3292
800,51,BarianceOpt,12833
800,52,Unbiased,3792
800,52,BarianceOpt,1667
800,53,Unbiased,3416
800,53,BarianceOpt,1625
800,54,Unbiased,3250
800,54,BarianceOpt,1625
800,55,Unbiased,3334
800,55,BarianceOpt,1667
800,56,Unbiased,3375
800,56,BarianceOpt,1666
800,57,Unbiased,3667
800,57,BarianceOpt,1667
800,58,Unbiased,3292
800,58,BarianceOpt,1625
800,59,Unbiased,3292
800,59,BarianceOpt,1667
800,60,Unbiased,3292
800,60,BarianceOpt,1625
800,61,Unbiased,3250
800,61,BarianceOpt,8416
800,62,Unbiased,3750
800,62,BarianceOpt,1708
800,63,Unbiased,3292
800,63,BarianceOpt,1708
800,64,Unbiased,3542
800,64,BarianceOpt,1625
800,65,Unbiased,3125
800,65,BarianceOpt,1584
800,66,Unbiased,3250
800,66,BarianceOpt,1625
800,67,Unbiased,3583
800,67,BarianceOpt,1583
800,68,Unbiased,3250
800,68,BarianceOpt,1625
800,69,Unbiased,3167
800,69,BarianceOpt,1584
800,70,Unbiased,3166
800,70,BarianceOpt,1583
800,71,Unbiased,3250
800,71,BarianceOpt,5584
800,72,Unbiased,11667
800,72,BarianceOpt,1583
800,73,Unbiased,3167
800,73,BarianceOpt,1625
800,74,Unbiased,3208
800,74,BarianceOpt,1583
800,75,Unbiased,3209
800,75,BarianceOpt,1583
800,76,Unbiased,3167
800,76,BarianceOpt,1625
800,77,Unbiased,13416
800,77,BarianceOpt,1583
800,78,Unbiased,4000
800,78,BarianceOpt,2208
800,79,Unbiased,3250
800,79,BarianceOpt,1666
800,80,Unbiased,3334
800,80,BarianceOpt,1625
800,81,Unbiased,3292
800,81,BarianceOpt,1709
800,82,Unbiased,8709
800,82,BarianceOpt,11375
800,83,Unbiased,3458
800,83,BarianceOpt,1625
800,84,Unbiased,3417
800,84,BarianceOpt,1667
800,85,Unbiased,3292
800,85,BarianceOpt,1708
800,86,Unbiased,3375
800,86,BarianceOpt,1625
800,87,Unbiased,6708
